name	status	consortium	phsId	library:dataUseRestriction	library:indication	library:studyDesign	library:datatype	subjectCount	bucketName	sampleCount	participantCount	familyCount	discoveryCount	bucketSize	requestorPays	NRES	GRU	HMB	IRB	PUB	COL	NPU	MDS	GSO	DS	diseaseText	consentLongName	consentTitle
anvil_ccdg_broad_ai_ibd_daly_xavier_share_wes	Released	 CCDG	 phs001642	DS-IBD-MDS	inflammatory bowel disease	Case Set	Exome	733	fc-secure-abc7f058-0260-4e82-a911-abfec3dcb676	733	733	0	0	691667968142	True	False	False	False	False	False	False	False	True	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (IBD, MDS)
AnVIL_CCDG_Broad_NP_Epilepsy_KENKIL_GRU_WES	Released	 CCDG	 phs001489	GRU	epilepsy	Case-Control	Exome	448	fc-secure-ac202043-c5ef-4fb7-8ccb-62a274c1b8ec	448	448	0	0	404092461853	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
anvil_ccdg_broad_ai_ibd_daly_moayyedi_imagine_wes	Released	 CCDG	 phs001642	GRU	inflammatory bowel disease	Case-Control	Exome	2547	fc-secure-ac588f86-da2d-4a92-9f45-be2aeedd5fac	2547	2547	0	0	2270725288609	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
anvil_ccdg_broad_ai_ibd_daly_rioux_igenomed_gsa	Released	 CCDG	 phs001642	DS_IBD_MDS	inflammatory bowel disease	Case-Control	Genotyping Array	182	fc-secure-ac633c75-b1a1-481c-bc8d-720444ef255d	182	186	0	0	32821842914	True	False	False	False	False	False	False	False	True	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (IBD, MDS)
AnVIL_CCDG_Broad_NP_Epilepsy_USAEGP_GRU_WES	Released	 CCDG	 phs001489	GRU	epilepsy	Case Set	Exome	127	fc-secure-adba6cb8-c49c-405b-af7b-9980e4a9d36a	127	127	0	0	211161334784	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CMG_Broad_Brain_Engle_WGS	Released	 CMG	 Registration Pending	TBD	Mendelian disorders	Parent-Offspring Trios	Whole Genome	0	fc-secure-af14316e-6153-4aa0-b051-991daf7690ba	95	95	0	0	1792146771906	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CCDG_Broad_AI_IBD_McCauley_WGS	Released	 CCDG	 phs001642	HMB	inflammatory bowel disease	Case-Control	Whole Genome	913	fc-secure-afbf7a91-d826-4227-893f-f4a0dbee5cfa	913	913	0	0	13387820223520	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
anvil_ccdg_broad_ai_ibd_daly_stampfer_nhs_gsa	Released	 CCDG	 phs001642	HMB	inflammatory bowel disease	Case-Control	Genotyping Array	1907	fc-secure-b01677b4-20cb-4b25-9c09-1af75dd3f1f8	1907	1921	0	0	329614365235	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
AnVIL_ccdg_asc_ndd_daly_talkowski_pericak-vance_asd_exome_	Released	 CCDG	 phs002502	TBD	autism spectrum disorder	TBD	Exome	0	fc-secure-b2669acd-7139-464f-af53-af7215c068aa	108	108	0	0	175618932890	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_ccdg_asc_ndd_daly_talkowski_weiss_asd_exome	Released	 CCDG	 phs002502	DS-ASD	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-b2f4e185-a21a-434a-9494-d1fabaaaf7c0	41	41	0	0	45717536798	True	False	False	False	False	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder.	Disease-specific research and clinical care (ASD)
anvil_ccdg_broad_ai_ibd_daly_lira_share_wes	Released	 CCDG	 phs001642	DS_IBD	inflammatory bowel disease	Case-Control	Exome	55	fc-secure-b31156cd-4993-4f69-a8f4-9a99c2697965	55	55	0	0	96170033933	True	False	False	False	False	False	False	False	False	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease.	Disease-specific research and clinical care (IBD)
AnVIL_CMG_Broad_Heart_PCGC-Tristani_WGS	Released	 CMG	 phs001272	Consortia Access Only	Mendelian disorders	Parent-Offspring Trios	Whole Genome	79	fc-secure-b3403ba6-aa05-40b0-99ba-2d465d711775	79	0	79	79	1261990682080	True	False	False	False	False	False	False	False	False	False			"ERROR: Unknown symbol ""Consortia Access Only"""	ERROR
AnVIL_ccdg_asc_ndd_daly_talkowski_pericak-vance_asd_wgs	Released	 CCDG	 phs002502	HMB	autism spectrum disorder	Family/Twins/Trios	Whole Genome	0	fc-secure-b39f3519-3601-46b6-b7bc-dedddbfd7306	295	295	0	0	5477618284184	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
anvil_ccdg_broad_daly_igsr_1kg_twist_wes	Released	 CCDG	 N/A	GRU	inflammatory bowel disease	Control Set	Exome	0	fc-secure-b41964ad-0c8a-47da-8504-f8636ff3d318	0	669	0	0	572312273094	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_AI_IBD_Kugathasan_WGS	Released	 CCDG	 phs001642	GRU	inflammatory bowel disease	Case-Control	Whole Genome	1351	fc-secure-b4316f22-8920-4b86-a8cd-2a4a7b356f0d	1351	1351	0	0	19306710979770	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
anvil_ccdg_broad_ai_ibd_daly_alm_gmc_gsa	Released	 CCDG	 phs002205	GRU	inflammatory bowel disease	Case-Control	Genotyping Array	0	fc-secure-b638a48c-1c59-4d9e-99a2-18c7cfad0832	942	925	0	0	162062784203	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_TWNCGM_HMB_NPU_AdultsONLY_WES	Released	 CCDG	 phs001489	HMB-NPU-MDS	epilepsy	Case-Control	Exome	892	fc-secure-b66a9e2f-896e-4786-a601-4714fe1f78d7	892	892	0	0	1107837824023	True	False	False	True	False	False	False	True	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Use of the data is limited to not-for-profit organizations. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (NPU, MDS)
AnVIL_CCDG_NYGC_NP_Autism_ACE2_GRU-MDS_WGS	Released	 CCDG	 phs002042	GRU-MDS-PUB	autism spectrum disorder	TBD	Whole Genome	839	fc-secure-b6e37dad-6d9c-49b3-ba96-042a7de9f47c	839	0	0	0	17506139526131	True	False	True	False	False	True	False	False	True	False			Use of the data is limited only by the terms of the Data Use Certification. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms). Requestor agrees to make results of studies using the data available to the larger scientific community.	General research use and clinical care (MDS, PUB)
anvil_ccdg_broad_ai_ibd_daly_bernstein_gsa	Released	 CCDG	 N/A	TBD	inflammatory bowel disease	TBD	Genotyping Array	0	fc-secure-b7de0d68-3c0a-4140-856b-25b6e5bb3d75	537	536	0	0	7695402707	False	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
anvil_ccdg_broad_ai_ibd_daly_silverberg_niddk_gsa	Released	 CCDG	 phs001642	DS_IBD	inflammatory bowel disease	Case-Control	Genotyping Array	2446	fc-secure-b7fbf5e7-af4c-4f15-bc6c-485a03ad3360	2448	2417	0	0	416283526591	True	False	False	False	False	False	False	False	False	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease.	Disease-specific research and clinical care (IBD)
AnVIL_CCDG_Baylor_CVD_HemStroke_GOCHA_DS_WGS	Released	 CCDG	 Registration Pending	TBD	hemorrhagic stroke	TBD	Whole Genome	0	fc-secure-b94a3f83-a0ad-4850-a05a-8736eb893577	1093	1093	0	0	19937981646590	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CMH_GAFK_IsoSeq	Released	 CMH	 phs002206	Unspecified	Unspecified	Case only / Trio / Family	RNA Seq. Long-read	67	fc-secure-b951ea94-68b6-4897-b08b-67d5bd43fb58	67	0	0	67	1819983115841	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CCDG_Broad_NP_Epilepsy_USACRW_DS_SEIZD_WES	Released	 CCDG	 phs001489	DS-SEIZD	epilepsy	Case Set	Exome	152	fc-secure-b9906df4-3012-4c7b-a008-3c5708885971	152	152	0	0	316312153049	True	False	False	False	False	False	False	False	False	False	SEIZD	Seizure Disorders	Use of the data must be related to Seizure Disorders.	Disease-specific research and clinical care (SEIZD)
AnVIL_CSER_SouthSeq_GRU	Released	 CSER	 phs002307	GRU	Suspected Genetic Disorder	Family/Twins/Trios	Whole Genome	752	fc-secure-ba07eec2-a923-4754-9af9-c5c7e566a6ae	778	0	0	0	139096494312105	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_GTEx_V9_hg38	Released	 GTEx	 phs000424	GRU	Unspecified	TBD	TBD	0	fc-secure-ba7a45c3-e08a-4a09-834b-d6707eef6b96	0	0	0	0	64974205305206	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CMG_Yale_HMB	Released	 CMG	 phs000744	HMB	Mendelian disorders	Mendelian	Exome	124	fc-secure-bb7de72b-c51a-44a2-b275-c47b0650a65f	124	0	123	0	86479121477	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_USAMON_GRU_NPU_WES	Released	 CCDG	 phs001489	GRU-NPU	epilepsy	Case Set	Exome	4	fc-secure-bcc5d428-aed0-4814-aefc-f717b97d5106	4	4	0	0	4205685704	True	False	True	False	False	False	False	True	False	False			Use of the data is limited only by the terms of the Data Use Certification. Use of the data is limited to not-for-profit organizations.	General research use and clinical care (NPU)
AnVIL_CCDG_Broad_NP_Epilepsy_ZAFAGN_DS-EPI-COMO-MDS_WES	Released	 CCDG	 phs001489	DS-EP-MDS	epilepsy	Case-Control	Exome	503	fc-secure-bd923846-0b8b-4018-8706-44b2a8e213b4	503	503	0	0	464321681074	True	False	False	False	False	False	False	False	True	False	EP	Epilepsy	Use of the data must be related to Epilepsy. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (EP, MDS)
anvil_nhgri_broad_ibd_daly_turner_wes	Released	 CCDG	 phs001642	GRU	inflammatory bowel disease	Case-Control	Exome	155	fc-secure-bee7792c-ef35-478d-a9bb-c8f2054c335c	155	155	0	0	323522786541	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_ccdg_asc_ndd_daly_talkowski_goethe_asd_exome	Released	 CCDG	 phs002502	DS-ASD	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-bf34568b-1c38-4c43-8a21-59630b969553	2111	2111	0	0	2621619724105	True	False	False	False	False	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder.	Disease-specific research and clinical care (ASD)
AnVIL_CCDG_Broad_NP_Epilepsy_HRVUZG_HMB_MDS_WES	Released	 CCDG	 phs001489	HMB-MDS	epilepsy	Case Set	Exome	36	fc-secure-bfe6497b-69a1-4917-8a7b-c9bd36cb4ae4	36	36	0	0	65811225618	True	False	False	True	False	False	False	False	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (MDS)
AnVIL_NIMH_Broad_ConvergentNeuro_McCarroll_Eggan_CIRM_GRU_WGS	Released	 Convergent Neuroscience	 phs002032	NA	N/A	Case-Control	Whole Genome	380	fc-secure-c0ec29b0-a7f4-4090-a479-fe826e0aeed1	451	71	0	0	8242058746250	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CSER_ClinSeq_GRU	Released	 CSER	 phs000971	GRU	Healthy Adults	Case Set	0	0	fc-secure-c11eacfd-82f1-41de-b253-daab60bb2416	0	0	0	0	3750174	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
anvil_ccdg_broad_ai_ibd_daly_xavier_prism_wes	Released	 CCDG	 phs001642	DS_IBD	inflammatory bowel disease	Case-Control	Exome	2829	fc-secure-c40af798-8afc-4ab3-9b66-946955811d3b	2829	2831	0	0	5246994614883	True	False	False	False	False	False	False	False	False	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease.	Disease-specific research and clinical care (IBD)
AnVIL_ccdg_asc_ndd_daly_talkowski_mcpartland_asd_exome	Released	 CCDG	 phs002502	DS-ND	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-c53831f7-0431-44e5-abe6-308270690c3b	518	518	0	0	519763779812	True	False	False	False	False	False	False	False	False	False	ND	Neurodegenerative Disease	Use of the data must be related to Neurodegenerative Disease.	Disease-specific research and clinical care (ND)
AnVIL_T2T_CHRY	Released	 T2T	 None	NRES	None	Population sampling	Whole Genome	0	fc-c615e0c0-63ed-4de1-8121-e44a9d3d626c	0	0	0	0	160250464439985	True	True	False	False	False	False	False	False	False	False			No restrictions on data use.	No restrictions
AnVIL_CSER_P3EGS_GRU	Released	 CSER	 phs002324	GRU	Structural Anomaly, Suspected Genetic Disorder	Clinical Genetic Testing, Parent-Offspring Trios	Whole Exome	534	fc-secure-c7dae0d2-6263-4e57-b6d9-3da6a7531dc0	534	0	0	0	11867304950480	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_NYGC_NP_Autism_HMCA_WGS	Released	 CCDG	 phs001894	DS-EAC-PUB-GSO	autism spectrum disorder	Family, Parent-Offspring	Whole Genome	724	fc-secure-c7ffba40-1140-4c5e-8336-8032b7ec5f9e	724	0	0	0	17970147896395	True	False	False	False	False	True	False	False	False	True	EAC	Epilepsy and Cognition	Use of the data must be related to Epilepsy and Cognition. Requestor agrees to make results of studies using the data available to the larger scientific community. Use of the data is limited to genetic studies only.	Disease-specific research and clinical care (EAC, PUB, GSO)
AnVIL_CMG_Broad_Muscle_Bonnemann_WGS	Released	 CMG	 phs001272	GRU	Mendelian disorders	Parent-Offspring Trios	Whole Genome	94	fc-secure-c958fc6e-d4cf-42dd-b15a-271045adcd02	94	0	94	94	506510346717	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_ccdg_asc_ndd_daly_talkowski_hertz-picciotto_asd_wgs	Released	 CCDG	 phs002502	DS-ASD	autism spectrum disorder	Family/Twins/Trios	Whole Genome	0	fc-secure-c96f6079-de25-4367-ae8b-1676f1898309	65	65	0	0	1138727578715	True	False	False	False	False	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder.	Disease-specific research and clinical care (ASD)
AnVIL_CCDG_Broad_NP_Epilepsy_USAMSS_DS_EP_NEURO_MDS_WES	Released	 CCDG	 phs001489	DS-EP-MDS	epilepsy	Case Set	Exome	148	fc-secure-ca946202-3c2f-426b-ad72-9135305d454f	148	148	0	0	136481919698	True	False	False	False	False	False	False	False	True	False	EP	Epilepsy	Use of the data must be related to Epilepsy. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (EP, MDS)
AnVIL_African_American_Seq_HGV	Released	Unspecified	 phs001798	HGV	Unspecified	Cross-Sectional	SNP/CNV Genotypes (NGS), Whole Genome	0	fc-secure-cb321316-7166-4147-979c-5adf12904f30	0	0	0	0	201361791795972	True	False	False	False	False	False	False	False	False	False			"ERROR: Unknown symbol ""HGV"""	ERROR
AnVIL_ccdg_asc_ndd_daly_talkowski_persico_asd_exome	Released	 CCDG	 phs002502	GRU-NPU	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-cb3eeabf-f0ef-497e-9bc6-b5a27be4fec2	471	471	0	0	793822226217	True	False	True	False	False	False	False	True	False	False			Use of the data is limited only by the terms of the Data Use Certification. Use of the data is limited to not-for-profit organizations.	General research use and clinical care (NPU)
AnVIL_CCDG_Broad_CVD_EOCAD_PROMIS_WGS	Released	 CCDG	 phs001569	GRU	myocardial infarction	Case-Control	Whole Genome	1136	fc-secure-cbf1f8fb-8185-46c9-9034-63073cbe7be7	1136	1136	0	0	17670051881591	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_JPNFKA_GRU_WES	Released	 CCDG	 phs001489	GRU	epilepsy	Case Set	Exome	368	fc-secure-ce2baa61-748a-4dbc-a929-f256721b59b2	368	368	0	0	611019152388	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_ccdg_asc_ndd_daly_talkowski_brusco_asd_exome	Released	 CCDG	 phs002502	GRU	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-d157fd3c-57ff-4640-a084-cecda832e575	2231	2231	0	0	2954007689865	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_AUSRMB_DS_EAED_IRB_WES	Released	 CCDG	 phs001489	DS-EAED-IRB-NPU-MDS	Epilepsy	Case Set	Exome	211	fc-secure-d2749520-0db2-494f-b2c9-20e005646956	211	211	0	0	183269948184	True	False	False	False	True	False	False	True	True	False	EAED	Epilepsy and Anti-epileptic Drugs	Use of the data must be related to Epilepsy and Anti-epileptic Drugs. Requesting institution's IRB or equivalent body must approve the requested use. Use of the data is limited to not-for-profit organizations. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (EAED, IRB, NPU, MDS)
anvil_ccdg_broad_ai_ibd_daly_hyams_protect_wes	Released	 CCDG	 phs001642	GRU	inflammatory bowel disease	Case Set	Exome	418	fc-secure-d2c84e56-8f0d-420a-96a4-942e92009433	418	418	0	0	371606949482	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_ccdg_asc_ndd_daly_talkowski_aleksic_asd_exome	Released	 CCDG	 phs002502	GRU-NPU	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-d4bead53-0db1-4e25-87da-c02be5819368	699	699	0	0	1011808547465	True	False	True	False	False	False	False	True	False	False			Use of the data is limited only by the terms of the Data Use Certification. Use of the data is limited to not-for-profit organizations.	General research use and clinical care (NPU)
anvil_ccdg_broad_ai_ibd_daly_louis_gsa	Released	 CCDG	 phs001642	GRU	inflammatory bowel disease	Case-Control	Genotyping Array	2116	fc-secure-d52f79c6-6c98-4df0-84d2-02e4edcc24a7	2116	1532	0	0	264407566624	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_AI_IBD_Brant_HMB_WGS	Released	 CCDG	 phs001642	HMB	inflammatory bowel disease	Case-Control	Whole Genome	904	fc-secure-d55d1c0c-b1e3-42e9-b452-20a81be1f84a	904	904	0	0	13769993738706	True	False	False	True	False	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry.	Health/medical/biomedical research and clinical care
AnVIL_CMG_Broad_Muscle_Bonnemann_WES	Released	 CMG	 phs001272	GRU	Mendelian disorders	Parent-Offspring Trios	Exome	253	fc-secure-d7023612-d298-4f2b-b6bb-a1ea0524462a	253	0	253	253	4820444458	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_NIMH_Broad_ConvergentNeuro_McCarroll_Eggan_Finkel_SMA_DS_WGS	Released	 Convergent Neuroscience	 phs002032	DS-SMA-MDS	spinal muscular atrophy	Prospective Longitudinal Cohort	Whole Genome	0	fc-secure-d72b37f0-4431-48bf-b8f0-95b745deadbc	0	1	0	0	19527994124	True	False	False	False	False	False	False	False	True	False	SMA	Spinal Muscular Atrophy	Use of the data must be related to Spinal Muscular Atrophy. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (SMA, MDS)
AnVIL_ccdg_asc_ndd_daly_talkowski_parellada_asd_exome	Released	 CCDG	 phs002502	DS-ASD	autism spectrum disorder	Family/Twins/Trios	Exome	0	fc-secure-d7a002ea-7e1e-45fd-8e76-456fce471f17	2824	2824	0	0	4399483205212	True	False	False	False	False	False	False	False	False	False	ASD	Autism Spectrum Disorder	Use of the data must be related to Autism Spectrum Disorder.	Disease-specific research and clinical care (ASD)
AnVIL_ccdg_asc_ndd_daly_talkowski_IBIS_asd_exome	Released	 CCDG	 phs002502	TBD	autism spectrum disorder	TBD	Exome	0	fc-secure-d87970dd-adb0-4b99-a204-ae6fbd457d12	237	237	0	0	224596718742	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CCDG_Broad_CVD_EOCAD_PartnersBiobank_HMB_Arrays	Released	 CCDG	 phs002018	Consortia Access Only	--	Control Set	TBD	13152	fc-secure-d89414d1-3705-4720-8632-fd35669391da	13152	0	0	0	3463298173226	True	False	False	False	False	False	False	False	False	False			"ERROR: Unknown symbol ""Consortia Access Only"""	ERROR
AnVIL_CCDG_Broad_CVD_PROMIS_GRU_WES	Released	 CCDG	 phs001569	GRU	myocardial infarction	Case-Control	Exome	16808	fc-secure-d8de1fe3-972d-480f-a8a8-2bbc251add30	16808	16808	0	0	31793218290962	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CMH_GAFK_ES	Released	 CMH	 phs002206	Unspecified	Unspecified	Case only / Trio / Family	Whole Exome	5677	fc-secure-d9b9851f-13d9-4f8e-a239-370aa6369c0a	5682	0	0	5677	33504312899781	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CMG_Broad_Orphan_Manton_WGS	Released	 CMG	 phs001272	GRU	Mendelian disorders	Parent-Offspring Trios	Whole Genome	43	fc-secure-da00680d-3e1e-49a1-ba71-82ca679a7b7f	43	0	43	43	755529116321	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
anvil_ccdg_broad_ai_ibd_daly_chen_wes	Released	 CCDG	 phs001642	DS_IBD_MDS	inflammatory bowel disease	Case-Control	Exome	21	fc-secure-dae591de-00ad-478c-9440-88034a1b8cb9	21	21	0	0	19117271456	True	False	False	False	False	False	False	False	True	False	IBD	Inflammatory Bowel Disease	Use of the data must be related to Inflammatory Bowel Disease. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Disease-specific research and clinical care (IBD, MDS)
AnVIL_CMG_Yale_HMB-IRB	Released	 CMG	 phs000744	HMB-IRB	Mendelian disorders	Mendelian	Exome	48	fc-secure-dc6d5b48-06e8-4283-8dfe-0eb6f97fc651	48	0	9	0	31118134523	True	False	False	True	True	False	False	False	False	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. Requesting institution's IRB or equivalent body must approve the requested use.	Health/medical/biomedical research and clinical care (IRB)
AnVIL_CCDG_Broad_NP_Epilepsy_NZLUTO_EPIL_BC_ID_MDS_WES	Released	 CCDG	 phs001489	DS-EPSBACID-NPU-MDS-RD	epilepsy	Case Set	Exome	263	fc-secure-dccff364-c2ff-42df-8c8e-f979a0472c11	263	263	0	0	396703128972	True	False	False	False	False	False	False	True	True	False	EPSBACID	Epilepsy, Structural Brain Abnormalities, Convulsions, Intellectual Disability	"ERROR: Unknown symbol ""RD"""	ERROR
AnVIL_ccdg_asc_ndd_daly_talkowski_mayo_asd_exome	Released	 CCDG	 phs002502	TBD	autism spectrum disorder	TBD	Exome	0	fc-secure-dd96220d-3407-46f2-bbee-affd525abc29	145	117	0	0	123389771018	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
AnVIL_CCDG_Broad_NP_Epilepsy_USAMON_GRU_WES	Released	 CCDG	 phs001489	GRU	epilepsy	Case Set	Exome	238	fc-secure-de72ef13-9b7f-44db-9428-5df489d327ce	239	239	0	0	300889516836	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
anvil_ccdg_broad_ai_ibd_daly_kastner_fmf_gsa	Released	 CCDG	 phs001642	HMB_MDS	inflammatory bowel disease	Case-Control	Genotyping Array	27	fc-secure-de7af369-0bcf-47e7-bc53-6ee26fef0fc4	27	27	0	0	5843980447	True	False	False	True	False	False	False	False	True	False			Use of the data is limited to health/medical/biomedical purposes; does not include the study of population origins or ancestry. The dataset can be used for methods research and development (e.g., development of statistical software or algorithms).	Health/medical/biomedical research and clinical care (MDS)
AnVIL_GTEx_V7_hg19	Released	 GTEx	 phs000424	GRU	Unspecified	TBD	TBD	0	fc-secure-df207337-4a16-42fd-b715-50fa52d393b0	11688	729	0	0	48282602705581	True	False	True	False	False	False	False	False	False	False			Use of the data is limited only by the terms of the Data Use Certification.	General research use and clinical care
AnVIL_CCDG_Broad_NP_Epilepsy_GBRUNL_EP_ETIOLOGY_MDS_WES	Released	 CCDG	 phs001489	DS-EPASM-MDS-RD	epilepsy	Case Set	Exome	458	fc-secure-e0034430-99a3-4dde-99d3-a2330cd90f19	458	458	0	0	936574658981	True	False	False	False	False	False	False	False	True	False	EPASM	Epilepsy, Antiseizure Medicines	"ERROR: Unknown symbol ""RD"""	ERROR
AnVIL_CMH_GAFK_WGS	Released	 CMH	 phs002206	Unspecified	Unspecified	Case only / Trio / Family	Whole Genome	2712	fc-secure-e028b530-4f98-4e35-a698-b3a47ab4fc0e	2738	0	0	2732	162219291488548	True	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified	Unspecified
